x_m,y_m,yaw,curvature
303.116434,65.396275,0.549999998,0.000000000
303.576888,65.678582,0.549999998,0.000000000
304.037342,65.960889,0.549999998,0.000000000
304.497797,66.243196,0.549999998,0.000000000
304.958251,66.525503,0.549999998,0.000000000
305.418706,66.807810,0.549999998,0.000000000
305.879160,67.090117,0.549999998,0.000000000
306.339614,67.372424,0.549999998,0.000000000
306.800069,67.654731,0.549999998,0.000000000
307.260523,67.937038,0.549999998,0.000000000
307.720978,68.219345,0.549999998,0.000000000
308.181432,68.501652,0.549999998,0.000000000
308.641887,68.783959,0.549999998,0.000000000
309.102341,69.066266,0.549999998,0.000000000
309.562795,69.348573,0.549999998,0.000000000
310.023250,69.630880,0.549999998,0.000000000
310.483704,69.913187,0.549999998,0.000000000
310.944159,70.195494,0.549999998,0.000000000
311.404613,70.477801,0.549999998,0.000000000
311.865068,70.760108,0.549999998,0.000000000
312.325522,71.042415,0.549999998,0.000000000
312.785976,71.324722,0.549999998,0.000000000
313.246431,71.607029,0.549999998,0.000000000
313.706885,71.889336,0.549999998,0.000000000
314.167340,72.171643,0.549999998,0.000000000
314.627794,72.453950,0.549999998,0.000000000
315.088248,72.736257,0.549999998,0.000000000
315.548703,73.018564,0.549999998,0.000000000
316.009157,73.300871,0.549999998,0.000000000
316.469612,73.583178,0.549999998,0.000000000
316.930066,73.865485,0.549999998,0.000000000
317.390521,74.147792,0.549999998,0.000000000
317.850975,74.430099,0.549999998,0.000000000
318.311429,74.712406,0.549999998,0.000000000
318.771884,74.994713,0.549999998,0.000000000
319.232338,75.277020,0.549999998,0.000000000
319.692793,75.559327,0.549999998,0.000000000
320.153247,75.841634,0.549999998,0.000000000
320.613702,76.123941,0.549999998,0.000000000
321.074156,76.406248,0.549999998,0.000000000
321.534610,76.688555,0.549999998,0.000000000
321.995065,76.970862,0.549999998,0.000000000
